model,combine,cutoff_games,window_years,spearman_mean,spearman_sd,precision_at_12_mean,mae_mean
elasticnet,mean,6,10,0.6558795713247122,0.08780816704039633,0.6333333333333333,3.3404164542363217
elasticnet,mean,6,20,0.6680600052993017,0.06874039155376017,0.65,3.2638632792325217
elasticnet,mean,6,30,0.6680600052993017,0.06874039155376017,0.65,3.2638632792325217
elasticnet,mean,7,10,0.6953659963804748,0.036424227166391814,0.5666666666666667,4.186521710237191
elasticnet,mean,7,20,0.6945508408489806,0.04618415215355684,0.5833333333333333,4.127783395616607
elasticnet,mean,7,30,0.6945508408489806,0.04618415215355684,0.5833333333333333,4.127783395616607
elasticnet,mean,8,10,0.5927713400727533,0.111593878445607,0.6333333333333333,3.1495905229485768
elasticnet,mean,8,20,0.60753328779518,0.09584102381851646,0.65,3.076577887375381
elasticnet,mean,8,30,0.60753328779518,0.09584102381851646,0.65,3.076577887375381
elasticnet,mean,10,10,0.5407861672377802,0.13236582846924264,0.65,3.16424268300167
elasticnet,mean,10,20,0.5596952793838221,0.11913607709705035,0.6833333333333333,3.1055789958202733
elasticnet,mean,10,30,0.5596952793838221,0.11913607709705035,0.6833333333333333,3.1055789958202733
elasticnet,mean,12,10,0.5272333936086797,0.1484721551374286,0.7,3.180800815215344
elasticnet,mean,12,20,0.5429044446527284,0.1330142941685143,0.7,3.2378872521273756
elasticnet,mean,12,30,0.5429044446527284,0.1330142941685143,0.7,3.2378872521273756
elasticnet,mean,14,10,0.49493975580662886,0.1338460728044414,0.75,3.260747547791874
elasticnet,mean,14,20,0.4962053005100522,0.13498110886936826,0.75,3.388125242154268
elasticnet,mean,14,30,0.4962053005100522,0.13498110886936826,0.75,3.388125242154268
elasticnet,recency_weighted,6,10,0.6609962833877355,0.07639305283466953,0.6166666666666666,3.3128964707102257
elasticnet,recency_weighted,6,20,0.6741773245941486,0.07721019216217674,0.65,3.2889985605976806
