sport,position,model_type,model,window_years,combine,n_train_rows,n_features,fit_seconds
football,RB,era_ensemble,ridge,10,val_weighted,1177,81,1.218575618000159
football,RB,era_ensemble,lasso,10,val_weighted,1177,81,0.18478215300001466
football,RB,era_ensemble,elasticnet,10,val_weighted,1177,81,0.16088484800002334
football,RB,era_ensemble,random_forest,10,val_weighted,1177,81,3.477877385999818
football,RB,era_ensemble,lightgbm,10,val_weighted,1177,81,4.619952823999938
football,RB,era_ensemble,xgboost,10,val_weighted,1177,81,17.01299770500009
football,RB,era_ensemble,ridge,10,mean,1177,81,0.07667791600033524
football,RB,era_ensemble,lasso,10,mean,1177,81,0.09558221499992214
football,RB,era_ensemble,elasticnet,10,mean,1177,81,0.08336229299993647
football,RB,era_ensemble,random_forest,10,mean,1177,81,2.134385115000441
football,RB,era_ensemble,lightgbm,10,mean,1177,81,3.9615271689999645
football,RB,era_ensemble,xgboost,10,mean,1177,81,10.373922269000104
football,RB,era_ensemble,ridge,10,recency_weighted,1177,81,0.08314200899985735
football,RB,era_ensemble,lasso,10,recency_weighted,1177,81,0.10469076299978042
football,RB,era_ensemble,elasticnet,10,recency_weighted,1177,81,0.09835603700003048
football,RB,era_ensemble,random_forest,10,recency_weighted,1177,81,1.9998904229996697
football,RB,era_ensemble,lightgbm,10,recency_weighted,1177,81,2.4324056770001334
football,RB,era_ensemble,xgboost,10,recency_weighted,1177,81,10.051723182999922
football,RB,era_ensemble,ridge,20,val_weighted,2380,81,0.23235816199985493
football,RB,era_ensemble,lasso,20,val_weighted,2380,81,0.22338862700007667
football,RB,era_ensemble,elasticnet,20,val_weighted,2380,81,0.24628120700026557
football,RB,era_ensemble,random_forest,20,val_weighted,2380,81,7.400668163999853
football,RB,era_ensemble,lightgbm,20,val_weighted,2380,81,12.502354391000154
football,RB,era_ensemble,xgboost,20,val_weighted,2380,81,16.474614925000424
football,RB,era_ensemble,ridge,20,mean,2380,81,0.10299218099999052
football,RB,era_ensemble,lasso,20,mean,2380,81,0.12492960600002334
football,RB,era_ensemble,elasticnet,20,mean,2380,81,0.11250492300041515
football,RB,era_ensemble,random_forest,20,mean,2380,81,3.7881534350003676
football,RB,era_ensemble,lightgbm,20,mean,2380,81,4.995439755000007
football,RB,era_ensemble,xgboost,20,mean,2380,81,9.465653952000139
football,RB,era_ensemble,ridge,20,recency_weighted,2380,81,0.09459635199982586
football,RB,era_ensemble,lasso,20,recency_weighted,2380,81,0.11381046899987268
football,RB,era_ensemble,elasticnet,20,recency_weighted,2380,81,0.12034162600002674
football,RB,era_ensemble,random_forest,20,recency_weighted,2380,81,3.8046240909998232
football,RB,era_ensemble,lightgbm,20,recency_weighted,2380,81,5.011221772999761
football,RB,era_ensemble,xgboost,20,recency_weighted,2380,81,7.75119015700011
football,RB,era_ensemble,ridge,30,val_weighted,2380,81,0.21224964200018803
football,RB,era_ensemble,lasso,30,val_weighted,2380,81,0.2455585899997459
football,RB,era_ensemble,elasticnet,30,val_weighted,2380,81,0.22408258699988437
football,RB,era_ensemble,random_forest,30,val_weighted,2380,81,7.206148851999842
football,RB,era_ensemble,lightgbm,30,val_weighted,2380,81,9.592508142000042
football,RB,era_ensemble,xgboost,30,val_weighted,2380,81,15.259271490000174
football,RB,era_ensemble,ridge,30,mean,2380,81,0.09148164499993072
football,RB,era_ensemble,lasso,30,mean,2380,81,0.09954126999991786
football,RB,era_ensemble,elasticnet,30,mean,2380,81,0.10516700500011211
football,RB,era_ensemble,random_forest,30,mean,2380,81,3.609015888999693
football,RB,era_ensemble,lightgbm,30,mean,2380,81,5.207544874999712
football,RB,era_ensemble,xgboost,30,mean,2380,81,8.41830210199987
football,RB,era_ensemble,ridge,30,recency_weighted,2380,81,0.09474135299979025
football,RB,era_ensemble,lasso,30,recency_weighted,2380,81,0.11558807500023249
football,RB,era_ensemble,elasticnet,30,recency_weighted,2380,81,0.11139819400023043
football,RB,era_ensemble,random_forest,30,recency_weighted,2380,81,3.6791989969997303
football,RB,era_ensemble,lightgbm,30,recency_weighted,2380,81,5.6539332360002845
football,RB,era_ensemble,xgboost,30,recency_weighted,2380,81,8.56431219499973
